447.19,62.52,1016.46,67.21,23.44
443.04,48.41,1008.47,72.14,25.32
488.81,39.9,1008.06,97.49,3.94
455.75,57.76,1016.26,87.74,17.3
455.86,49.39,1018.83,96.3,18.2
457.68,46.97,1013.94,61.25,21.43
479.11,40.05,1014.95,88.38,11.16
432.84,74.16,1007.44,74.77,30.38
448.37,62.52,1016.18,68.18,23.36
447.06,47.45,1007.56,77.2,21.69
443.53,49.21,1014.1,49.54,23.62
445.21,61.45,1011.13,92.22,21.87
441.7,66.51,1015.53,33.65,29.25
450.93,66.86,1013.05,64.59,20.03
451.44,49.78,1002.95,100.09,18.14
441.29,56.89,1012.32,68.04,24.23
458.85,44.85,1014.48,48.94,18.11
481.46,43.65,1018.24,74.47,6.57
467.19,43.41,1016.93,81.02,12.56
461.54,41.58,1020.5,71.17,13.4
439.08,52.84,1006.28,53.85,27.1
467.22,42.74,1028.79,70.67,14.28
468.8,44.34,1019.49,59.36,16.29
426.93,71.98,1004.66,57.17,31.24
474.65,37.73,1024.36,70.29,10.57
468.97,44.21,1022.93,83.37,13.8
433.97,71.58,1010.18,87.36,25.3
450.53,50.16,1009.52,100.09,18.06
444.51,59.04,1011.98,68.78,25.42
469.03,40.69,1015.29,70.98,15.07
466.56,71.14,1019.36,75.68,11.75
457.57,52.05,1012.15,47.49,20.23
440.13,59.54,1006.24,71.99,27.31
433.24,69.84,1003.57,66.55,28.57
452.55,43.72,1008.64,74.73,17.9
443.29,71.37,1002.04,64.78,23.83
431.76,74.99,1005.47,75.13,27.92
454.97,44.78,1007.81,56.38,17.34
456.7,63.07,1012.42,94.35,17.94
486.03,39.9,1007.75,86.55,6.4
472.79,39.96,1011.37,82.95,11.78
452.03,57.25,1010.12,88.42,20.28
443.41,54.2,1012.26,85.61,21.04
441.93,67.32,1014.49,58.39,25.11
432.64,70.98,1007.51,74.28,30.28
480.25,36.24,1013.15,87.85,8.14
466.68,39.63,1004.47,83.5,16.86
494.39,40.07,1020.19,65.24,6.25
454.72,54.42,1012.46,75.01,22.35
448.71,56.85,1012.28,84.52,17.98
469.76,42.48,1013.43,80.52,21.19
450.71,44.89,1009.64,75.14,20.94
444.01,58.79,1009.8,75.75,24.23
453.2,58.2,1017.46,76.72,19.18
450.87,57.85,1012.39,85.47,20.88
441.73,63.86,1019.67,57.95,23.67
465.09,39.52,1018.41,78.32,14.12
447.28,64.63,1020.59,52.2,25.23
491.16,39.33,1011.54,93.69,6.54
450.98,62.52,1017.99,75.74,20.08
446.3,63.56,1013.75,67.56,24.67
436.48,79.74,1008.37,69.46,27.82
460.84,42.03,1017.41,74.58,15.55
442.56,69.51,1013.43,53.23,24.26
467.3,41.49,1020.19,88.72,13.45
479.13,40.64,1021.47,96.16,11.06
441.15,52.3,1008.72,68.26,24.91
445.52,59.04,1011.78,86.39,22.39
475.4,40.69,1015.62,85.34,11.95
469.3,40.69,1014.91,72.64,14.85
463.57,41.62,1017.17,97.82,10.11
445.32,68.67,1006.71,77.22,23.67
461.03,44.21,1020.36,80.59,16.14
466.74,43.13,1014.99,46.91,15.11
444.04,59.87,1018.47,57.76,24.14
434.01,67.25,1017.6,53.09,30.08
465.23,44.9,1020.5,84.31,14.77
440.6,69.34,1009.63,71.58,27.6
466.74,44.84,1023.66,92.97,13.89
433.48,75.6,1017.43,74.55,26.85
473.59,40.96,1023.36,78.96,12.41
474.81,41.74,1020.75,64.44,13.08
454.75,44.06,1017.58,68.23,18.93
452.94,49.69,1009.6,70.81,20.5
435.83,69.13,1009.94,61.66,30.72
482.19,39.22,1014.53,77.76,7.55
466.66,44.47,1030.46,69.49,13.49
462.59,40.12,1013.03,96.26,15.62
447.82,64.63,1020.69,55.74,24.8
462.73,41.62,1014.55,95.61,10.03
447.98,63.21,1012.06,84.75,22.43
462.72,39.31,1009.15,75.3,14.95
442.42,58.46,1016.82,67.5,24.78
444.69,48.41,1008.64,80.92,23.2
466.7,39,1016.73,79.23,14.01
453.84,64.63,1020.38,81.1,19.4
436.92,67.32,1013.83,32.8,30.15
486.37,36.08,1021.82,84.31,6.91
440.43,60.07,1015.42,46.15,29.04
446.82,63.07,1010.94,53.96,26.02
484.91,39.48,1005.11,59.83,5.89
437.76,71.64,1008.27,75.3,26.52
438.91,68.08,1013.27,42.53,28.53
464.19,39.54,1007.97,70.58,16.59
442.19,67.79,1009.89,91.69,22.95
446.86,47.43,1008.38,63.55,23.96
457.15,44.2,1018.89,61.51,17.48
482.57,43.65,1020.14,69.55,6.69
476.03,41.26,1007.44,98.08,10.25
428.89,72.58,1008.69,79.34,28.87
472.7,40.23,1018.07,81.28,12.04
445.6,52.3,1009.04,78.99,22.58
464.78,52.05,1014.63,80.38,15.12
440.42,58.95,1017.02,51.16,25.48
428.41,70.79,1003.96,72.17,27.87
438.5,70.47,1010.65,75.39,23.72
438.28,59.43,1007.84,68.91,25
476.29,40.64,1022.35,96.38,8.42
448.46,58.49,1011.5,70.54,22.46
438.99,57.19,1008.62,45.8,29.92
471.8,39.22,1017.9,57.95,11.68
471.81,42.44,1012.74,81.89,14.04
449.82,59.14,1016.12,69.32,19.86
442.14,68.08,1013.13,59.14,25.99
441.46,58.79,1009.74,81.54,23.42
477.62,40.22,1011.37,85.81,10.6
446.76,61.87,1011.45,65.41,20.97
472.52,39.82,1012.46,81.15,14.14
471.58,40.71,1021.27,95.87,8.56
440.85,72.39,1001.15,90.24,24.86
431.37,77.54,1011.33,75.13,29
437.33,71.97,1008.64,88.22,27.59
469.22,40.71,1015.68,81.48,10.45
471.11,40.78,1023.51,89.84,8.51
439.17,66.51,1010.98,43.57,29.82
445.33,62.26,1012.11,63.16,22.56
473.71,39.22,1018.62,57.14,11.38
452.66,57.76,1016.28,77.76,20.25
440.99,59.43,1007.12,90.56,22.42
467.42,38.91,1014.48,60.98,14.85
444.14,58.82,1010.02,70.31,25.62
457.17,56.53,1020.57,74.05,19.85
467.87,54.3,1015.92,75.42,13.67
442.04,70.72,1009.78,82.25,24.39
471.36,44.58,1019.52,67.95,16.07
460.7,39.1,1009.81,100.09,11.6
431.33,70.83,1010.35,47.28,31.38
432.6,76.86,998.59,72.41,29.91
447.61,59.39,1014.07,77.67,19.67
443.87,64.79,1016.27,63.7,27.18
446.87,52.3,1009.2,79.77,21.39
465.74,41.01,1020.57,93.84,10.45
447.86,56.89,1014.02,84.95,19.46
447.65,62.96,1020.16,70.16,23.55
437.87,63.47,1011.78,84.24,23.35
483.51,41.66,1016.87,73.32,9.26
479.65,41.46,1018.21,86.17,10.3
455.16,58.16,1016.88,65.43,20.94
431.91,71.25,1002.49,94.59,23.13
470.68,41.5,1014.13,86.8,12.77
429.28,69.13,1009.29,58.18,28.29
450.81,59.21,1018.32,89.66,19.13
437.73,73.5,1011.49,87.39,24.44
460.21,44.6,1015.16,36.35,20.32
442.86,69.05,1001.6,79.62,20.54
482.99,45,1021.51,50.52,12.16
440,65.27,1013.27,51.96,28.09
478.48,41.82,1033.25,74.73,9.25
455.28,49.82,1015.01,78.33,21.75
436.94,66.56,1002.07,85.19,23.7
461.06,37.87,1022.36,83.13,16.22
438.28,69.45,1013.97,53.49,24.75
472.61,39.58,1011.81,88.86,10.48
426.85,70.79,1003.7,60.89,29.53
470.18,39.72,1017.76,61.14,12.59
455.38,54.42,1012.31,68.29,23.5
428.32,66.56,1006.44,57.62,29.01
480.35,42.49,1010.57,83.63,9.75
455.56,56.53,1020.2,78.1,19.55
447.66,58.33,1013.14,66.34,21.05
443.06,68.67,1006.74,79.02,24.72
452.43,58.86,1014.19,68.96,21.19
477.81,41.54,1019.94,71.13,10.77
431.66,73.77,1004.72,87.01,28.68
431.8,73.91,1004.53,74.3,29.87
446.67,68.67,1006.65,77.62,22.99
445.26,60.29,1018,59.56,24.66
425.72,69.89,1013.85,41.66,32.63
430.58,72.29,1008.73,73.27,31.38
439.86,60.27,1018.94,77.16,23.87
441.11,59.15,1013.31,67.02,25.6
434.72,71.14,1011.6,52.8,27.62
434.01,67.45,1014.23,39.04,30.1
475.64,41.17,1019.43,65.47,12.19
460.44,41.58,1020.43,74.32,13.11
436.4,68.67,1005.46,69.22,28.29
461.03,40.73,1018.7,93.88,13.45
479.08,41.54,1019.94,69.83,10.98
435.76,69.14,1009.31,84.11,26.48
460.14,45.51,1015.22,78.65,13.07
442.2,75.6,1017.37,69.31,25.56
447.69,50.78,1008.83,70.3,22.68
431.15,73.67,1006.65,68.23,28.86
445,63.56,1014.32,71.76,22.7
431.59,73.21,1001.32,85.88,27.89
467.22,44.47,1027.94,71.09,13.78
445.33,51.43,1012.16,52.67,28.14
470.57,45.09,1013.21,89.68,11.8
473.77,39.61,1018.72,73.66,10.71
447.67,60.29,1017.42,58.94,24.54
474.29,40.05,1014.78,87.05,11.54
437.14,71.32,1008.07,67,29.47
432.56,69.05,1003.12,43.18,29.24
459.14,41.79,1009.72,80.62,14.51
446.19,60.07,1016.03,59.72,22.91
428.1,71.77,1006.38,72.1,27.02
468.46,44.47,1030.18,69.15,13.49
435.02,66.75,1017.95,55.66,30.24
445.52,48.6,1002.38,61.19,23.19
462.69,40.55,1003.36,74.62,17.73
455.75,61.27,1019.26,73.35,18.62
463.74,40,1015.89,68.85,12.85
439.79,69.68,1011.95,39.89,32.33
443.26,58.95,1016.99,53.16,25.09
432.04,69.13,1009.3,52.97,29.45
465.86,43.96,1013.32,79.87,16.91
465.6,45.87,1009.05,84.09,14.09
469.43,25.36,1009.35,100.15,10.73
440.75,49.3,1003.4,79.77,23.2
481.32,38.91,1015.82,88.99,8.21
479.87,40.56,1022.64,76.14,9.3
458.59,39.16,1005.7,69.13,16.97
438.62,71.97,1009.62,93.03,23.69
445.59,59.44,1012.38,77.92,25.13
481.87,43.56,1015.13,74.89,9.86
475.01,41.5,1013.58,88.7,11.33
436.54,48.41,1008.53,62.94,26.95
456.63,40.66,1016.28,89.62,15
451.69,62.52,1015.63,81.04,20.76
463.04,39.59,1010.93,94.53,14.29
446.1,67.71,1007.68,64.02,19.74
438.67,59.92,1009.94,70.57,26.68
466.88,41.4,1019.7,70.32,14.24
444.6,48.41,1008.42,84.86,21.98
440.26,59.39,1015.4,81.41,22.75
483.92,40.96,1023.28,89.45,8.34
475.19,41.2,1017.18,82.71,11.8
479.24,44.68,1023.06,93.93,8.81
434.92,73.68,1014.95,70.6,30.05
454.16,65.46,1014,87.68,16.01
447.58,58.79,1012.42,87.58,21.75
467.9,41.26,1021.67,74.4,13.94
426.29,69.13,1010.27,67.35,29.25
447.02,45.87,1007.8,63.61,22.33
455.85,41.79,1005.47,76.89,16.43
476.46,40.22,1010.31,78.08,11.5
437.48,68.94,1007.53,69.17,23.53
452.77,49.21,1014.61,53.31,21.86
491.54,39.33,1012.57,93.32,6.17
438.41,64.79,1017.22,42.47,30.19
476.1,41.93,1019.81,82.58,11.67
464.58,36.99,1007.87,94.59,15.34
467.74,40.78,1023.91,86.31,11.5
442.12,57.17,1010,72.57,25.53
453.34,57.5,1014.53,80.76,21.27
425.29,69.13,1010.44,71.93,28.37
449.63,51.43,1011.74,47.54,28.39
462.88,45.78,1025.27,95.72,13.78
464.67,42.32,1015.71,77.03,14.6
489.96,35.57,1027.17,80.49,5.1
482.38,38.08,1020.27,77.67,7
437.95,77.95,1009.45,78.72,26.3
429.2,71.98,1004.74,58.77,30.56
453.34,46.63,1013.03,74.8,21.09
442.47,70.02,1010.58,51.34,28.21
462.6,49.69,1015.14,90.41,15.84
478.79,40.96,1024.57,91.1,10.03
456.11,52.05,1012.34,62.57,20.37
450.33,50.16,1005.81,84.27,21.19
434.83,69.88,1007.21,42.93,33.73
433.43,73.68,1015.1,40.96,29.87
456.02,62.96,1020.76,76.53,19.62
485.23,40.67,1018.08,69.74,9.93
473.57,37.14,1013.03,74.99,9.43
469.94,39.58,1011.17,70.45,14.24
452.07,49.83,1008.69,91.49,12.97
475.32,41.04,1021.82,88.97,7.6
480.69,36.24,1013.39,89.13,8.39
444.01,48.06,1013.12,46.52,25.41
465.17,56.03,1020.41,60.55,18.43
480.61,39.82,1012.87,88.71,10.31
476.04,41.5,1013.39,89.15,11.29
441.76,49.3,1003.51,83.02,22.61
428.24,71.98,1005.19,75.19,29.34
444.77,67.71,1004,87.35,18.87
463.1,45.87,1008.58,85.66,13.21
470.5,44.6,1018.19,91.66,11.3
431,72.99,1007.04,63.47,29.23
430.68,69.4,1004.27,72.25,27.76
436.42,67.17,1006.6,70.58,29.26
452.33,49.82,1016.19,60.1,25.72
440.16,63.94,1010.64,89.29,23.43
435.75,63.76,1010.18,67.43,25.6
449.74,44.57,1008.48,67.58,22.3
430.73,72.24,1010.74,70.8,27.91
432.75,77.17,1009.55,63.62,30.35
446.79,47.43,1007.88,66.68,21.78
486.35,41.39,1018.12,90.76,7.19
453.18,59.8,1015.66,75.34,20.88
458.31,50.23,1015.73,59.77,24.19
480.26,41.54,1019.7,80.79,9.98
448.65,51.3,1011.89,74.1,23.47
458.41,49.5,1012.67,41.34,26.35
435.39,64.69,1006.37,58.78,29.89
450.21,50.16,1010.49,97.78,19.29
459.59,43.14,1018.68,74.85,17.48
445.84,75.6,1017.19,69.84,25.21
441.08,48.78,1018.17,75.36,23.3
467.33,37.85,1009.89,85.8,15.42
444.19,63.09,1016.56,90.11,21.44
432.96,68.27,1007.96,61.63,29.45
438.09,47.93,1002.85,44.76,29.69
467.9,36.99,1006.86,89.7,15.52
475.72,43.67,1012.68,72.51,11.47
477.51,34.69,1027.72,74.98,9.77
435.13,69.84,1006.37,79.59,22.6
477.9,39.61,1017.99,78.42,8.24
457.26,44.2,1019.18,61.23,17.01
467.53,44.6,1015.88,47.56,19.64
465.15,41.58,1021.08,93.06,10.61
474.28,40.1,1014.42,89.65,12.04
444.49,65.71,1013.85,50.5,29.19
452.84,45.09,1014.15,44.84,21.75
435.38,77.54,1008.5,85.32,23.66
433.57,75.33,1003.88,82.94,27.05
435.27,69.71,1009.04,67.26,29.63
468.49,39.63,1005.35,79.05,18.2
433.07,70.8,1009.9,62.03,32.22
430.63,73.56,1004.85,94.36,26.88
440.74,65.74,1013.29,60.02,29.05
474.49,39.96,1026.31,95.46,8.9
449.74,48.6,1005.72,84.92,18.93
436.73,63.76,1010.09,62.8,27.49
434.58,70.79,1006.53,90.81,23.1
473.93,43.13,1017.24,80.9,11.22
435.99,79.74,1007.03,55.84,31.97
466.83,43.22,1009.45,75.3,13.32
427.22,68.24,1005.29,37.34,31.68
444.07,63.77,1013.39,79.5,23.69
469.57,41.49,1020.11,87.29,13.83
459.89,66.51,1015.18,81.5,18.32
479.59,40.71,1024.91,76.42,11.05
440.92,64.69,1007.21,75.75,22.03
480.87,41.46,1020.45,84.95,10.23
441.9,66.54,1009.93,62.37,23.92
430.2,69.68,1011.35,49.25,29.38
465.16,42.86,1014.62,74.16,17.35
471.32,44.45,1021.19,90.55,9.81
485.43,40.64,1020.91,94.28,4.97
495.35,40.07,1012.27,63.31,5.15
449.12,58.49,1010.85,78.9,21.54
480.53,42.02,1006.22,90.97,7.94
457.07,50.66,1014.89,87.34,18.77
443.67,69.94,1010.7,80.8,21.69
477.52,44.68,1023.44,90.95,10.07
472.95,39.64,1012.52,69.97,13.83
472.54,39.69,1003.92,89.45,10.45
469.17,40.71,1015.85,76.08,11.56
435.21,70.04,1011.09,83.35,23.64
477.78,40.22,1004.81,92.16,10.48
475.89,39.85,1012.86,58.42,13.09
483.9,40.23,1017.75,85.06,10.67
476.2,39.16,1016.53,88.91,12.57
462.16,43.34,1015.47,83.33,14.45
471.05,37.85,1011.24,88.49,14.22
484.71,41.26,1010.6,96.88,6.97
446.34,63.86,1015.43,73.86,20.61
469.02,42.28,1007.21,65.17,14.67
432.12,72.86,1004.23,69.41,29.06
467.28,40.1,1015.51,81.23,14.38
429.66,69.98,1013.29,54.07,32.51
469.49,45.09,1013.16,89.17,11.79
485.87,40.56,1023.23,78.85,8.65
481.95,40.81,1026,84.44,9.75
479.03,40.02,1031.1,83.02,9.11
434.5,69.13,1010.99,90.66,23.39
464.9,54.3,1015.16,75.29,14.3
452.71,63.94,1020.02,82.6,17.49
429.74,69.51,1010.84,45.4,31.1
457.09,56.65,1020.67,66.33,19.77
446.77,72.29,1011.61,45.33,28.61
460.76,41.48,1014.46,67.12,13.52
471.95,40.83,1008.31,84.14,13.52
453.29,46.21,1014.09,80.81,17.57
441.61,60.07,1016.34,49.13,28.18
464.73,46.18,1017.01,87.29,14.29
464.68,43.69,1016.91,52.95,18.12
430.59,73.91,1003.72,68.92,31.27
438.01,77.95,1014.19,85.21,26.24
479.08,41.04,1021.84,88.56,7.44
436.39,74.78,1009.28,55.09,29.78
447.07,65.46,1016.25,48.64,23.37
479.91,39.58,1011.9,87.85,10.62
489.05,43.02,1013.88,87.42,5.84
463.17,53.82,1016.46,62.75,14.51
471.26,42.02,1001.18,94.86,11.31
480.49,40.67,1011.64,63.54,11.25
473.78,39.42,1025.41,69.46,9.18
455.5,58.16,1016.76,74.66,19.82
446.27,58.41,1013.78,80.57,24.77
482.2,41.06,1021.21,84.7,9.66
452.48,59.8,1016.72,72.6,21.96
464.48,43.14,1011.92,52.63,18.59
438.1,69.89,1015.29,82.01,24.75
445.6,63.47,1012.77,75.22,24.37
442.43,67.79,1010.37,51.05,29.6
436.67,61.25,1011.56,80.1,25.32
466.56,41.85,1016.54,81.58,16.15
457.29,71.14,1019.65,65.94,15.74
487.03,36.25,1029.65,86.74,5.97
464.93,52.72,1026.45,62.57,15.84
466,44.63,1019.28,57.37,14.84
469.52,48.79,1017.44,88.91,12.25
428.88,70.04,1011.18,72.26,27.38
474.3,41.48,1018.49,74.98,8.76
461.06,39.31,1009.69,71.19,15.54
465.57,39.39,1014.09,62.82,18.71
467.67,41.78,1012.3,55.31,13.06
466.99,40.71,1016.02,71.57,12.72
463.72,39.39,1013.73,59.16,19.83
443.78,49.16,1004.03,40.8,27.23
445.23,68.28,1005.43,67.63,24.27
464.43,40.66,1017.13,97.2,11.8
484.36,36.25,1028.31,91.16,6.76
442.16,63.07,1012.5,64.81,25.99
464.11,39.63,1004.64,85.61,16.3
462.48,49.39,1018.35,93.42,16.5
477.49,42.49,1009.59,77.36,10.59
437.04,65.59,1012.78,67.03,26.05
457.09,40.79,1003.8,89.45,19.5
450.6,45.01,1012.22,54.84,22.21
465.78,45,1023.25,53.48,17.86
427.1,70.04,1010.15,54.47,29.96
459.81,44.63,1020.14,43.36,19.08
447.36,47.43,1006.64,48.92,23.59
488.92,39.64,1011,81.22,3.38
433.36,66.49,1012.96,60.35,26.39
483.35,39.04,1021.99,75.98,8.99
469.53,41.04,1026.57,74.24,10.91
476.96,39.82,1012.27,85.21,13.08
440.75,58.46,1017.5,68.46,23.95
462.55,43.71,1024.51,78.31,15.64
448.04,54.2,1012.05,89.25,18.78
455.24,50.59,1016.22,68.57,20.65
494.75,40.07,1011.8,67.38,4.96
444.58,57.32,1012.55,53.6,23.51
484.82,35.79,1011.56,91.69,5.99
442.9,66.05,1019.6,78.21,23.65
485.46,39.33,1009.68,94.19,5.17
457.81,49.5,1012.82,37.19,26.38
481.92,43.65,1013.85,83.53,6.02
443.23,61.02,1009.63,79.45,23.2
474.29,39.69,1000.91,99.9,8.57
430.46,71.58,1009.98,50.39,30.72
455.71,50.66,1013.56,74.33,21.52
438.34,62.26,1011.25,83.66,22.93
485.83,41.31,1003.24,89.48,5.71
452.82,44.06,1017.76,64.59,18.62
435.04,68.94,1007.68,75.68,27.88
451.21,59.8,1016.82,64.18,22.32
465.81,42.74,1028.41,70.09,14.55
458.42,44.92,1025.04,70.58,17.83
470.22,39.96,1026.09,99.28,9.68
449.24,49.39,1020.84,81.89,19.41
471.43,44.92,1023.84,87.99,13.22
473.26,44.92,1023.74,88.21,12.24
452.82,58.49,1011.7,91.29,19.21
432.69,70.32,1008.1,52.72,29.74
444.13,60.84,1017.91,67.5,23.28
467.21,41.92,1029.8,92.05,8.02
445.98,48.6,1002.33,63.23,22.47
436.91,73.77,1002.42,90.88,27.51
455.01,44.9,1009.05,74.91,17.51
437.11,66.56,1002.47,85.39,23.22
477.06,40.64,1020.68,96.98,11.73
441.71,67.71,1006.65,56.28,21.19
495.76,40.07,1019.63,65.62,5.48
445.63,66.44,1011.33,55.32,24.26
464.72,41.62,1012.88,88.88,12.32
438.03,68.94,1005.94,39.49,31.26
434.78,72.86,1003.47,54.59,32.09
444.67,60.32,1015.63,57.19,24.98
452.24,61.41,1012.2,45.06,27.48
450.92,45.09,1014.19,40.62,21.04
436.53,70.4,1006.65,90.21,27.75
435.53,71.77,1005.75,90.91,22.79
440.01,68.51,1013.23,74.96,24.22
443.1,64.45,1008.72,54.21,27.06
427.49,71.94,1007.18,63.62,29.25
436.25,68.08,1012.99,50.04,26.86
440.74,67.79,1009.99,51.23,29.64
443.54,63.31,1015.02,82.71,19.92
459.42,51.43,1010.82,92.04,18.5
439.66,60.23,1009.76,90.67,23.71
464.15,44.84,1023.55,91.14,14.39
459.1,56.65,1020.55,70.43,19.3
455.68,52.36,1014.76,66.63,24.65
469.08,45.51,1015.33,86.95,13.5
478.02,41.26,1007.71,96.69,9.82
456.8,44.06,1017.36,70.88,18.4
441.13,44.89,1009.18,47.14,28.12
463.88,43.69,1017.05,63.36,17.15
430.45,73.67,1006.14,60.58,30.69
449.18,65.71,1014.24,54.3,28.82
447.89,48.92,1010.92,65.09,21.3
431.59,70.04,1010.4,48.16,30.58
447.5,52.3,1009.36,81.51,21.17
